"","Germplasm","Species","Dataset","Bloom_Days","TA","Fruit_Dim","Flesh_C","Spec_Flesh_Color_b","Spec_Flesh_Color_a","Bulked_Fruit_SSC","Pull_Force","Pit_Lh","Spec_Skin_Color_a","Skin_C_mahogany","Spec_Skin_Color_b","Spec_Skin_Color_L","Bulked_Fruit_Firmness","FreeStone","Perc_Cracking","Fruit_Wt","SSC","Perc_Pitting","Spec_Flesh_Color_L","Pit_Wt","Fruit_Wd2","Pit_Wd1","Harvest_Time","Stem_length","Foliar_PM","Bloom_Time","Fruit_L","Bulked_Fruit_Wt","Harvest_Days","Skin_C_blush","Firmness_1","pH","Fruit_Shape","Harvest_Date","Bloom_Date"
"246","FR21T037","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",113,0.52,0.25,1,NA,NA,NA,781.1,12.65,NA,NA,NA,NA,223.6,4,NA,9.52,21.94,NA,NA,0.52,26.14,10.25,921.94,NA,NA,233.25,22.93,NA,181,2.6,211,NA,3,"6/30/2012","4/23/2012"
"247","FR21T040","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",NA,NA,-1.16,2,NA,NA,NA,850.4,11.18,NA,2.4,NA,NA,405.3,2.6,0,10.1,21.48,NA,NA,0.7,21.98,8.82,785.39,42.92,NA,NA,20.12,5.51,180,NA,315.1,NA,3,"6/30/2011",NA
"248","FR21T040","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,0.49,0.38,3,NA,NA,NA,752.6,11.51,NA,4,NA,NA,259,3,NA,9.73,23.28,NA,NA,0.48,26.57,10.11,952.33,NA,NA,217,23.14,NA,183,NA,260.1,NA,2,"7/2/2012","4/22/2012"
"249","FR21T063","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,0.57,1.23,3,NA,NA,NA,703.6,12.1,NA,3.4,NA,NA,263.6,4,NA,11.14,20.78,NA,NA,0.72,29.55,11.93,963.06,NA,NA,217,24.4,NA,184,NA,287.5,NA,2,"7/3/2012","4/22/2012"
"250","FR22T001","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.7,2.05,1,NA,NA,NA,671,12.5,NA,NA,NA,NA,259,4,NA,13.46,20.52,NA,NA,0.66,29.94,10.55,963.06,NA,0,178.25,27.87,NA,184,2,266,NA,5,"7/3/2012","4/18/2012"
"251","FR22T002","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,-0.43,1,NA,NA,19.7,948.3,10.49,NA,NA,NA,NA,298.9,3,50,9.7,17.4,NA,NA,0.45,23.76,8.33,914.56,43.74,2,165.36,21.91,8.1,189,1.5,295,NA,NA,"7/9/2011","4/20/2011"
"252","FR22T002","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,0.68,0.57,1,NA,NA,NA,542.5,10.29,NA,NA,NA,NA,205.8,4,NA,9.96,22.18,NA,NA,0.48,27.87,9.84,1064.44,NA,2,170.75,22.84,NA,190,1,263,NA,NA,"7/9/2012","4/16/2012"
"253","FR22T003","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.9,0.78,1,NA,NA,NA,900.4,10.04,NA,NA,NA,NA,254.7,5,NA,10.34,22.82,NA,NA,0.46,28.72,10.02,963.06,NA,2,181.58,23.08,NA,184,3,227.3,NA,3,"7/3/2012","4/19/2012"
"254","FR22T004","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",115,NA,-0.4,2,NA,NA,NA,1305.2,10.99,NA,4,NA,NA,310.8,5,0,9.17,15.3,100,NA,0.5,25.51,9.62,NA,49.86,2,184.83,20.48,8.17,NA,NA,310.8,NA,NA,NA,"4/26/2011"
"255","FR22T004","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.88,1.16,4,NA,NA,NA,533.3,11.23,NA,4.4,NA,NA,258.2,5,NA,9.93,20.04,NA,NA,0.4,28.66,9.69,NA,NA,3,202.94,24.9,NA,NA,NA,281.1,NA,NA,NA,"4/21/2012"
"256","FR22T006","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,1.21,0.18,5,NA,NA,NA,674,10.96,NA,7,NA,NA,264.3,5,NA,7.33,26.95,NA,NA,0.5,24.94,9.69,963.06,NA,3,170.75,23.69,NA,184,NA,264.3,NA,2,"7/3/2012","4/16/2012"
"257","FR22T007","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,0.92,-0.16,3,NA,NA,NA,629.2,10.01,NA,5.2,NA,NA,324.6,4,NA,8.28,24.2,NA,NA,0.6,26.52,10.19,963.06,NA,2,170.75,20.7,NA,184,NA,339.8,NA,2,"7/3/2012","4/16/2012"
"258","FR23T065","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.63,-2.48,1,NA,NA,NA,534.3,9.53,NA,NA,NA,NA,155.5,5,NA,4.08,27.04,NA,NA,0.46,19.51,9.27,963.06,NA,3,192.19,16.21,NA,184,4,167.1,NA,3,"7/3/2012","4/20/2012"
"259","FR23T067","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.7,-2.77,5,NA,NA,NA,543.5,10.23,NA,7,NA,NA,207.6,1,NA,3.51,25.02,NA,NA,0.38,17.88,8.81,815.14,NA,2,192.19,16.35,NA,173,NA,188.2,NA,5,"6/22/2012","4/20/2012"
"260","FR23T068","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.73,-2.27,1,NA,NA,NA,477.2,10.29,NA,2.4,NA,NA,173.5,2,NA,4.13,25.18,NA,NA,0.38,19.5,8.86,815.14,NA,0,192.19,17.2,NA,173,NA,169.8,NA,2,"6/22/2012","4/20/2012"
"261","FR23T069","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.46,-2.51,1,NA,NA,NA,588.4,9.93,NA,NA,NA,NA,154.9,3,NA,3.96,24.12,NA,NA,0.36,18.6,8.87,815.14,NA,0,192.19,16.89,NA,173,3.6,148.9,NA,4.6,"6/22/2012","4/20/2012"
"262","FR23T072","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.55,-2.3,NA,NA,NA,NA,610.8,11.13,NA,4,NA,NA,168.9,NA,NA,4.9,27.36,NA,NA,0.44,19.66,9.85,815.14,NA,0,178.25,16.91,NA,173,NA,155.4,NA,5,"6/22/2012","4/18/2012"
"263","FR23T089","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.65,-2.6,1,NA,NA,NA,614.9,9.88,NA,NA,NA,NA,189.6,2,NA,3.78,26.88,NA,NA,0.36,18.68,8.8,815.14,NA,1,181.58,16.44,NA,173,4,185.4,NA,2,"6/22/2012","4/19/2012"
"264","FR23T090","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,NA,-3.47,5,NA,NA,NA,511.9,9.84,NA,7,NA,NA,254.6,5,0,2.61,29.7,30,NA,0.3,15.35,8.06,774.19,35.68,0,162.86,15.38,2.42,179,NA,253,NA,3,"6/29/2011","4/18/2011"
"265","FR23T090","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.81,-2,4,NA,NA,NA,637.3,10.68,NA,5,NA,NA,163.4,4,NA,4.11,23.36,NA,NA,0.4,19.68,8.78,815.14,NA,0,172.72,18.31,NA,173,NA,202.4,NA,5,"6/22/2012","4/17/2012"
"266","FR23T091","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.91,-2.52,4,NA,NA,NA,639.4,9.64,NA,6,NA,NA,182.6,2,NA,3.95,24.64,NA,NA,0.38,19.38,8.87,815.14,NA,NA,172.72,16.17,NA,173,NA,170.3,NA,2,"6/22/2012","4/17/2012"
"267","FR23T095","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.94,-1.94,3,NA,NA,NA,615.9,11.1,NA,7,NA,NA,248.4,4,NA,4.33,26.78,NA,NA,0.5,19.78,8.95,963.06,NA,0,202.94,18.5,NA,184,NA,259.3,NA,5,"7/3/2012","4/21/2012"
"268","FR23T097","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",105,0.9,-2.98,2,NA,NA,NA,668.9,9.37,NA,NA,NA,NA,157.5,5,NA,3.05,27.42,NA,NA,0.36,17.79,8.28,963.06,NA,1,165.67,15.47,NA,184,3,152.3,NA,2,"7/3/2012","4/15/2012"
"269","FR23T113","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.47,-0.88,1,NA,NA,NA,756.6,10.7,NA,NA,NA,NA,186,1,NA,6.8,28.58,NA,NA,0.4,23.04,9.26,815.14,NA,2,178.25,20.48,NA,173,3,193.4,NA,5,"6/22/2012","4/18/2012"
"270","FR23T116","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",105,NA,-0.77,5,NA,NA,NA,714.8,11.73,NA,6,NA,NA,232.6,4,NA,7.18,31.7,NA,NA,0.5,24.41,9.62,815.14,NA,1,165.67,19.73,NA,173,NA,232.6,NA,2,"6/22/2012","4/15/2012"
"271","FR23T119","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,-2.47,1,NA,NA,NA,877,9.94,NA,3,NA,NA,133.9,2,0,8.13,28.9,NA,NA,0.4,18.96,8.66,713.67,39.32,0,165.36,16.77,5.13,175,NA,133.9,NA,2,"6/25/2011","4/20/2011"
"272","FR23T120","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",105,NA,-1.29,1,NA,NA,NA,549.6,10.47,NA,3.4,NA,NA,129.8,4.2,0,7.42,27.5,16.67,NA,0.32,22.16,9.13,704,30.86,1,160.83,19.38,6.92,174,NA,135.3,NA,3,"6/24/2011","4/16/2011"
"273","FR23T120","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,NA,-1.01,1,NA,NA,NA,663.8,10.54,NA,2,NA,NA,154.8,3,NA,7.05,28.14,NA,NA,0.32,22.68,9.13,815.14,NA,1,192.19,20.19,NA,173,NA,150.7,NA,3,"6/22/2012","4/20/2012"
"274","FR23T127","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.72,0.48,4,NA,NA,NA,806.6,10.95,NA,4.7,NA,NA,303.6,3,NA,9.62,20.13,NA,NA,0.4,27.24,10.26,815.14,NA,4,178.25,23,NA,173,NA,272.4,NA,3,"6/22/2012","4/18/2012"
"275","FR23T128","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.9,0.02,1,NA,NA,NA,1246.1,10.45,NA,NA,NA,NA,308.3,4,NA,8.53,25.44,NA,NA,0.4,26.35,9.36,963.06,NA,4,178.25,21.69,NA,184,4,323.6,NA,3,"7/3/2012","4/18/2012"
"276","FR23T129","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",105,0.94,-1.34,1.2,NA,NA,21.4,1090.1,10.37,NA,4.2,NA,NA,468,5,NA,9.72,17.27,NA,NA,0.42,20.95,8.93,914.56,37.63,2,160.83,20.24,5.39,189,NA,340,NA,5,"7/9/2011","4/16/2011"
"277","FR23T129","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.93,0.13,3,NA,NA,NA,1069.7,10.11,NA,4.4,NA,NA,242.5,4,NA,9.45,22.98,NA,NA,0.42,25.4,9.33,1064.44,NA,3,192.19,23.04,NA,190,NA,258.7,NA,3,"7/9/2012","4/20/2012"
"278","FR23T130","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,NA,-1.68,2.5,NA,NA,NA,1048.3,10.4,NA,4.8,NA,NA,395.3,4,0,10.37,19.8,NA,NA,0.43,19.84,8.49,774.19,47.42,2,167.06,19.64,NA,179,NA,269.1,NA,3.3,"6/29/2011","4/21/2011"
"279","FR23T130","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.83,0.37,3,NA,NA,NA,852.5,12.03,NA,5.2,NA,NA,239,4,NA,9.24,23.1,NA,NA,0.58,25.39,9.78,963.06,NA,2,202.94,24.18,NA,184,NA,233.6,NA,2,"7/3/2012","4/21/2012"
"280","FR23T131","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",103,0.77,-0.73,4.8,NA,NA,NA,891.2,10.25,NA,7,NA,NA,341.3,3,0,8.55,21.17,NA,NA,0.38,24.65,9.6,774.19,29.59,1,152.33,19.7,7.67,179,NA,270,NA,3,"6/29/2011","4/14/2011"
"281","FR23T131","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,0.71,-0.93,4,NA,NA,NA,1126.8,10.04,NA,6,NA,NA,346.1,4,NA,6.13,26.16,NA,NA,0.36,23.47,9.52,815.14,NA,1,170.75,19.87,NA,173,NA,297,NA,5,"6/22/2012","4/16/2012"
"282","FR24T069","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",114,NA,-0.73,1,NA,NA,NA,650.6,9.12,NA,NA,NA,NA,181.5,4,NA,7.12,29.28,NA,NA,0.28,24.68,9.29,889.03,NA,3,246.19,19.68,NA,179,1,181.4,NA,2,"6/28/2012","4/24/2012"
"283","FR24T072","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,NA,-0.71,1,NA,NA,NA,965.7,10.66,NA,3.4,NA,NA,148.3,1,NA,7.96,32.72,NA,NA,0.44,23.42,9.98,889.03,NA,NA,217,20.9,NA,179,NA,148.3,NA,3,"6/28/2012","4/22/2012"
"284","FR24T077","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,NA,-2.29,4,NA,NA,NA,615.9,9.62,NA,7,NA,NA,279.3,4,0,NA,25.5,NA,NA,0.2,19.36,8.09,774.19,41.01,NA,167.06,17.23,NA,179,NA,279.3,NA,3,"6/29/2011","4/21/2011"
"285","FR25T081","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,NA,-1.19,2,NA,NA,NA,963.6,10.22,NA,4,NA,NA,269.7,3,0,9.52,18.8,NA,NA,0.4,22.87,8.8,774.19,34.05,3,163.61,19.2,6.52,179,NA,269.7,NA,NA,"6/29/2011","4/19/2011"
"286","FR25T081","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,NA,-1.59,3.3,NA,NA,NA,800.5,10.18,NA,4.7,NA,NA,266.6,3.7,NA,8,25.33,NA,NA,0.37,23.71,9.26,937.25,NA,3,202.94,16.58,NA,182,NA,266.6,NA,NA,"7/1/2012","4/21/2012"
"287","FR25T084","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,NA,0.85,4,NA,NA,NA,699.5,11.31,NA,4.3,NA,NA,419,4,NA,9.9,23.43,NA,NA,0.37,27.92,9.63,889.03,NA,2,192.19,24.12,NA,179,NA,267.8,NA,3,"6/28/2012","4/20/2012"
"288","FR25T086","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,NA,0.29,3,NA,NA,NA,730.1,10.87,NA,3,NA,NA,258.3,4,NA,8.37,20.3,NA,NA,0.43,27.13,9.29,1064.44,NA,4,178.25,22.23,NA,190,NA,221.9,NA,2,"7/9/2012","4/18/2012"
"289","FR25T090","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",NA,NA,-1.28,3,NA,NA,NA,674,10.75,NA,6,NA,NA,338.2,4,0,8.12,19.9,100,NA,0.4,21.34,8.8,774.19,33.99,1,NA,20.15,5.12,179,NA,238.2,NA,5,"6/29/2011",NA
"290","FR25T090","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,NA,0.71,4,NA,NA,NA,604.7,11.81,NA,7,NA,NA,208.1,4,NA,9.77,24.8,NA,NA,0.4,26.63,9.03,921.94,NA,2,178.25,24.62,NA,181,NA,208.1,NA,3,"6/30/2012","4/18/2012"
"291","FR26T030","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,NA,-0.59,4,NA,NA,NA,571,10.53,NA,4.8,NA,NA,145.8,5,NA,7.14,19.48,NA,NA,0.4,24.82,9.57,889.03,NA,3,192.19,20.2,NA,179,NA,145.7,NA,1,"6/28/2012","4/20/2012"
"292","FR26T031","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.85,-0.44,4,NA,NA,NA,898.4,9.52,NA,4.4,NA,NA,311,4,NA,8.11,23.3,NA,NA,0.38,26.06,9.34,906.81,NA,3,192.19,19.78,NA,180,NA,251.2,NA,4,"6/29/2012","4/20/2012"
"293","FR26T033","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,NA,-1.21,4,NA,NA,21.4,702.6,10.83,NA,6,NA,NA,183.5,4,0,9.55,21.2,NA,NA,0.4,20.93,8.99,796.25,41.41,2,167.06,20.85,5.6,181,NA,183.5,NA,NA,"7/1/2011","4/21/2011"
"294","FR26T033","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.66,0.31,4,NA,NA,NA,624.1,11.88,NA,6,NA,NA,215.9,4,NA,10.12,21.24,NA,NA,0.46,27.29,10,862.47,NA,3,172.72,22.17,NA,177,NA,214.3,NA,NA,"6/26/2012","4/17/2012"
"295","FR26T034","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.65,-1.74,4,NA,NA,18.4,516,10.53,NA,3,NA,NA,376.5,2.8,0,9.43,20,NA,NA,0.58,20.87,8.24,812.03,43.82,3,167.06,18.45,6.09,182,NA,280,NA,3,"7/2/2011","4/21/2011"
"296","FR26T034","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,0.72,-0.2,4,NA,NA,NA,570,10.75,NA,3.6,NA,NA,362.4,3,NA,7.55,24.44,NA,NA,0.52,25.75,9.94,862.47,NA,5,217,21.17,NA,177,NA,276.3,NA,5,"6/26/2012","4/22/2012"
"297","FR26T036","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",106,NA,0.95,1,NA,NA,20.6,659.8,12.85,NA,NA,NA,NA,165,3,0,10.3,16.5,NA,NA,0.5,26.09,8.69,774.19,42.61,4,161.72,26.21,NA,179,4,165,NA,5,"6/29/2011","4/17/2011"
"298","FR26T036","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.36,1.02,1,NA,NA,NA,677.1,10.23,NA,NA,NA,NA,186.6,5,NA,11.99,18.62,NA,NA,0.48,27.72,9.61,872.83,NA,5,172.72,25.09,NA,178,1.8,187,NA,3,"6/27/2012","4/17/2012"
"299","FR26T037","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,-0.71,3,NA,NA,18,538.4,10.71,NA,5,NA,NA,263.6,4,0,10.6,17.5,NA,NA,0.5,24.74,9.23,774.19,39.4,4,165.36,19.74,9.5,179,NA,154,NA,3,"6/29/2011","4/20/2011"
"300","FR26T037","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.62,1.62,4,NA,NA,NA,809.7,11.67,NA,6,NA,NA,225.1,4,NA,12.38,19.06,NA,NA,0.58,30.9,11.04,852.53,NA,4,172.72,25.01,NA,176,NA,213.4,NA,3,"6/25/2012","4/17/2012"
"301","FR26T038","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,0.58,-0.54,3,NA,NA,16.4,502.7,11.86,NA,4.4,NA,NA,240.7,2.4,0,10.5,16.53,NA,NA,0.54,21.92,7.67,774.19,44.14,2,162.86,23.08,6.8,179,NA,244.4,NA,2.4,"6/29/2011","4/18/2011"
"302","FR26T038","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.72,0.71,4,NA,NA,NA,859.6,13.13,NA,6,NA,NA,197.3,3,NA,9.62,22.78,NA,NA,0.52,25.97,9.39,862.47,NA,3,172.72,25.23,NA,177,NA,220.2,NA,4,"6/26/2012","4/17/2012"
"303","FR26T040","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",113,NA,0.52,4,NA,NA,NA,888.2,10.81,NA,5,NA,NA,207.3,4,NA,10.01,24.77,NA,NA,0.37,28.05,9.65,889.03,NA,5,233.25,22.45,NA,179,NA,234.3,NA,2,"6/28/2012","4/23/2012"
"304","FR27T001","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",105,NA,-2.85,1,NA,NA,20.7,603.7,8.8,NA,NA,NA,NA,NA,2,0,3.2,20.7,NA,NA,0.2,16.6,7.13,812.03,40.11,0,160.83,17.15,0,182,3,131.8,NA,3,"7/2/2011","4/16/2011"
"305","FR27T001","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,NA,-4.36,2.2,NA,NA,NA,481.3,8.82,NA,NA,NA,NA,135.3,4.6,NA,3,NA,NA,NA,0.32,13.5,8.8,937.25,NA,0,217,12.94,NA,182,3.2,134.4,NA,2.2,"7/1/2012","4/22/2012"
"306","FR27T006","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",NA,NA,-4.19,5,NA,NA,NA,593.5,9.5,NA,6.5,NA,NA,113.6,2,NA,3.45,36.5,NA,NA,0.4,14.23,8.83,973.17,NA,1,NA,13.03,NA,185,NA,113.6,NA,3,"7/4/2012",NA
"307","FR27T007","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,NA,-1.93,4,NA,NA,NA,595.5,11.02,NA,5,NA,NA,145.5,5,NA,4.8,27.02,NA,NA,0.48,19.25,9.6,1004.44,NA,0,192.19,19,NA,187,NA,145.5,NA,3.4,"7/6/2012","4/20/2012"
"308","FR27T008","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.88,-2.34,1,NA,NA,NA,545.5,10.02,NA,NA,NA,NA,134,4,NA,5.14,19.58,NA,NA,0.4,20.72,8.73,963.06,NA,0,172.72,15.79,NA,184,3,134.5,NA,2.6,"7/3/2012","4/17/2012"
"309","FR27T009","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",105,NA,-2.24,1,NA,NA,19.6,557.8,9.1,NA,NA,NA,NA,NA,3,NA,4.4,19.6,NA,NA,0.4,17.93,7.65,785.39,40.93,1,160.83,18.78,4.4,180,1,NA,NA,3,"6/30/2011","4/16/2011"
"310","FR27T010","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,NA,-2.66,5,NA,NA,NA,536.4,9.7,NA,6,NA,NA,143.5,2.7,NA,6.1,24.13,NA,NA,0.37,20.99,9.58,987.83,NA,0,202.94,14.05,NA,186,NA,143.5,NA,3.3,"7/5/2012","4/21/2012"
"311","FR27T012","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",NA,NA,-3.43,1,NA,NA,NA,506.8,8.59,NA,NA,NA,NA,200.7,4.3,25,3.23,19.7,25,NA,0.22,15.05,7.13,875.58,27.25,0,NA,15.84,NA,186,1.5,184.1,NA,NA,"7/6/2011",NA
"312","FR27T012","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.63,-2.64,1,NA,NA,NA,545.5,8.96,NA,NA,NA,NA,167.3,2,NA,5.25,22.52,NA,NA,0.36,21.21,9.27,963.06,NA,0,202.94,13.95,NA,184,3.2,182.4,NA,NA,"7/3/2012","4/21/2012"
"313","FR27T013","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,NA,-2.58,1,NA,NA,19.4,449.7,9.46,NA,NA,NA,NA,189.6,3.2,0,4.63,20.63,NA,NA,0.28,18.39,8.06,875.58,31.73,0,167.06,16.77,4.28,186,2.8,205,NA,3,"7/6/2011","4/21/2011"
"314","FR27T013","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.89,-3.7,1,NA,NA,NA,557.8,8.44,NA,NA,NA,NA,167.7,2,NA,3.92,21.52,NA,NA,0.3,16.79,8.73,963.06,NA,0,181.58,13.02,NA,184,3,164.1,NA,3,"7/3/2012","4/19/2012"
"315","FR27T014","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",104,NA,-2.59,1,NA,NA,22.8,418.1,9.73,NA,NA,NA,NA,175.4,4.5,0,4.63,23,NA,NA,0.35,18.23,7.68,891.58,36.35,0,155.08,16.88,4.35,187,3.3,185.2,NA,2.5,"7/7/2011","4/15/2011"
"316","FR27T014","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.56,-1.71,1,NA,NA,NA,537.4,9.78,NA,NA,NA,NA,205.4,4.4,NA,6.32,21.86,NA,NA,0.36,22.06,9.08,963.06,NA,0,172.72,17.48,NA,184,2.8,205.4,NA,2.6,"7/3/2012","4/17/2012"
"317","FR27T015","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,NA,-2.42,1,NA,NA,21.1,531.3,9.78,NA,NA,NA,NA,122.5,3,0,4.2,32.2,NA,NA,0.3,18.32,7.51,796.25,30.52,1,167.06,17.57,4.2,181,2,122.5,NA,2,"7/1/2011","4/21/2011"
"318","FR27T015","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.88,-1.57,1,NA,NA,NA,540.4,9.98,NA,NA,NA,NA,198.4,5,NA,4.84,21.22,NA,NA,0.4,21.94,9.47,889.03,NA,1,178.25,18.28,NA,179,2,176.2,NA,3,"6/28/2012","4/18/2012"
"319","FR27T017","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",114,NA,-3.63,1,NA,NA,NA,590.4,8.44,NA,NA,NA,NA,77.1,5,NA,3.9,23.5,NA,NA,0.3,16.57,8.34,937.25,NA,0,246.19,13.53,NA,182,4,NA,NA,5,"7/1/2012","4/24/2012"
"320","FR27T018","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,NA,-3.3,1,NA,NA,17.5,1150.2,8.56,NA,NA,NA,NA,167.7,4.3,33.33,3.67,18.85,NA,NA,0.33,17.72,8.03,785.39,42.3,1,167.06,14.01,3.73,180,2.7,154.9,NA,5,"6/30/2011","4/21/2011"
"321","FR27T018","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,1.05,-2.91,1,NA,NA,NA,504.8,8.88,NA,NA,NA,NA,143.9,1,NA,4.75,21.74,NA,NA,0.38,18.67,9.26,937.25,NA,2,202.94,15,NA,182,3,136.3,NA,3.4,"7/1/2012","4/21/2012"
"322","FR27T050","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",114,NA,-1.7,4,NA,NA,NA,556.8,9.79,NA,7,NA,NA,311.9,4,NA,5.9,17.8,NA,NA,0.2,20.76,6.96,952.33,NA,NA,246.19,18.74,NA,183,NA,NA,NA,4,"7/2/2012","4/24/2012"
"323","FR27T050","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",114,NA,-1.7,4,NA,NA,NA,556.8,9.79,NA,8,NA,NA,311.9,4,NA,5.9,17.8,NA,NA,0.2,20.76,6.96,952.33,NA,NA,246.19,18.74,NA,183,NA,NA,NA,4,"7/2/2012","4/24/2012"
"324","FR27T051","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.83,-0.83,4.2,NA,NA,NA,545.5,10.95,NA,6,NA,NA,205.3,2.2,NA,8.8,29.9,NA,NA,0.46,24.55,9.87,921.94,NA,3,192.19,19.35,NA,181,NA,205.3,NA,3,"6/30/2012","4/20/2012"
"325","FR27T052","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",NA,0.43,-0.63,1,NA,NA,20.9,803.5,10.2,NA,NA,NA,NA,284.2,4.4,0,8.33,15.67,NA,NA,0.3,23.25,7.63,785.39,33.64,0,NA,21.45,8,180,2,264.2,NA,NA,"6/30/2011",NA
"326","FR27T052","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",NA,0.56,0.59,1,NA,NA,NA,751.5,9.75,NA,NA,NA,NA,280.2,4,NA,8.92,19.56,NA,NA,0.4,27.34,9.45,889.03,NA,0,NA,23.42,NA,179,2,284.3,NA,NA,"6/28/2012",NA
"327","FR27T053","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",NA,0.85,-2.19,1,NA,NA,20,478.2,9.54,NA,NA,NA,NA,156,3.2,0,5.03,19.93,NA,NA,0.34,19.46,8.25,NA,41.5,1,NA,17.61,4.51,NA,2.8,164.3,NA,5,NA,NA
"328","FR27T053","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",114,0.92,-3.33,1,NA,NA,NA,580.2,8.89,NA,NA,NA,NA,149.3,2,NA,4.45,23.68,NA,NA,0.34,18.21,9.14,NA,NA,0,246.19,13.44,NA,NA,1.4,156.7,NA,3.4,NA,"4/24/2012"
